Geneid,Chr,Start,End,Strand,Length,raw_count_1,raw_count_2,raw_count,FPKM
FBgn0165073,scaffold_13;scaffold_13,1813315;1816917,1813721;1817874,-;-,1365,194,145,169.5,6.346479834
FBgn0165074,scaffold_13;scaffold_13;scaffold_13,1809872;1810614;1810771,1810499;1810711;1810899,-;-;-,855,250,241,245.5,14.6751056
FBgn0165075,scaffold_16;scaffold_16;scaffold_16,1274056;1275101;1276856,1274284;1275193;1276962,+;+;+,429,19,14,16.5,1.965723842
FBgn0165076,scaffold_13;scaffold_13;scaffold_13,1807782;1808141;1808812,1808016;1808545;1809386,-;-;-,1215,889,830,859.5,36.15475778
Ser,scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13,1753830;1754693;1755405;1757005;1757165;1757659;1759674;1760254;1760563;1763834;1764644;1768327;1768920;1772086,1754585;1755300;1755776;1757100;1757359;1758387;1759917;1760429;1760696;1764149;1764698;1768514;1769037;1772331,-;-;-;-;-;-;-;-;-;-;-;-;-;-,4233,42,42,42,0.5071038119
FBgn0165079,scaffold_13;scaffold_13,1746095;1746314,1746252;1746410,-;-,255,81,75,78,15.63328609
CG6051,scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13,1714346;1715414;1716542;1717344;1717881,1715324;1716471;1717282;1717484;1717889,-;-;-;-;-,2928,4363,4205,4284,74.77806846
CG6059,scaffold_13;scaffold_13;scaffold_13;scaffold_13,1710441;1711704;1712072;1712755,1711645;1712020;1712689;1713269,-;-;-;-,2655,66,66,66,1.270501738
CG6066,scaffold_13,1703814,1705205,-,1392,154,155,154.5,5.672638416
gb,scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13,1697613;1697744;1698053;1698284;1698747;1699854,1697674;1697921;1698202;1698484;1699260;1700302,-;-;-;-;-;-,1554,464,455,459.5,15.11229263
CG6074,scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13,1691195;1691636;1691852;1692215;1692374;1694132,1691451;1691786;1692120;1692305;1692486;1694186,-;-;-;-;-;-,936,151,144,147.5,8.05400741
FBgn0165085,scaffold_13;scaffold_13;scaffold_13;scaffold_13,1683454;1683565;1687426;1687658,1683509;1685645;1687598;1687759,-;-;-;-,2412,89,88,88.5,1.875261427
CG5122,scaffold_16;scaffold_16;scaffold_16;scaffold_16,1285785;1285884;1288404;1288910,1285823;1288316;1288852;1289750,+;+;+;+,3762,54,50,52,0.7064483346
Cpr97Eb,scaffold_13;scaffold_13,1677489;1678546,1678184;1678557,-;-,708,2579,2458,2518.5,181.8044674
FBgn0165088,scaffold_13;scaffold_13;scaffold_13;scaffold_13,1671022;1671717;1672050;1674061,1671651;1671993;1672234;1674069,-;-;-;-,1101,306,303,304.5,14.1350006
spz,scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13,1653941;1654186;1654406;1654685;1654806;1655170;1655404;1657147,1654118;1654315;1654567;1654742;1654961;1655247;1655529;1657209,-;-;-;-;-;-;-;-,951,274,278,276,14.83284363
Nep5,scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13,1646456;1646882;1647240;1647524;1648416;1648761;1649550;1651420,1646800;1647080;1647288;1648355;1648698;1649306;1649709;1651531,-;-;-;-;-;-;-;-,2526,159,198,178.5,3.611609007
FBgn0165092,scaffold_13,1614555,1615232,-,678,0,0,0,0
FBgn0165093,scaffold_13;scaffold_13,1611874;1612922,1612859;1612961,-;-,1026,11,15,13,0.6475776401
CG6283,scaffold_13;scaffold_13,1610085;1611123,1611064;1611162,-;-,1020,83,82,82.5,4.13380161
FBgn0165095,scaffold_13;scaffold_13,1608458;1609486,1609431;1609525,-;-,1014,2,2,2,0.1008063509
FBgn0165096,scaffold_13;scaffold_13,1607769;1608050,1607989;1608089,-;-,261,0,0,0,0
Pk34A,scaffold_16;scaffold_16,1313602;1313667,1313605;1314841,+;+,1179,3,4,3.5,0.1517225358
FBgn0165098,scaffold_13;scaffold_13,1607102;1607650,1607509;1607697,-;-,456,0,0,0,0
CG6295,scaffold_13;scaffold_13,1604857;1605917,1605830;1605959,-;-,1017,0,0,0,0
FBgn0165100,scaffold_13;scaffold_13;scaffold_13,1603867;1603963;1604294,1603909;1604239;1604333,-;-;-,360,0,0,0,0
CG6296,scaffold_13;scaffold_13;scaffold_13,1601297;1601883;1602730,1601829;1602688;1603700,-;-;-,2310,0,0,0,0
FBgn0165102,scaffold_13;scaffold_13;scaffold_13,1586913;1587103;1587627,1587045;1587251;1587656,-;-;-,312,6,4,5,0.819051601
CG31075,scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13,1583644;1584351;1584978;1585155;1586302,1584287;1584922;1585078;1585259;1586337,-;-;-;-;-,1458,14891,14475,14683,514.6987672
Gr97a,scaffold_13;scaffold_13,1563249;1563534,1563482;1564259,-;-,960,3,2,2.5,0.1330958852
Tsp97E,scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13,1560508;1561139;1561298;1562235;1562733,1560603;1561198;1561660;1562402;1562792,-;-;-;-;-,747,1454,1398,1426,97.56516356
CG6330,scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13,1548604;1548816;1549259;1549938;1554682,1548747;1549187;1549606;1550061;1554737,-;-;-;-;-,1044,3511,3444,3477.5,170.240346
Ets97D,scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13,1509853;1510343;1511113;1511245;1511437,1510283;1511057;1511182;1511359;1511500,-;-;-;-;-,1395,236,240,238,8.719640958
CG5204,scaffold_16;scaffold_16;scaffold_16,1315582;1316584;1317197,1316530;1317137;1317799,+;+;+,2106,5,6,5.5,0.1334750757
FBgn0165109,scaffold_13,1499276,1499698,-,423,1,1,1,0.1208246333
ro,scaffold_13;scaffold_13;scaffold_13,1475981;1476600;1479616,1476248;1476834;1480147,-;-;-,1035,11,8,9.5,0.4691147721
Rb97D,scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13,1472951;1473157;1473942;1474259;1474612,1473102;1473879;1474186;1474488;1474680,-;-;-;-;-,1419,757,751,754,27.15718831
BM-40-SPARC,scaffold_13;scaffold_13,1468511;1469325,1469263;1469471,-;-,900,9947,9723,9835,558.5058264
ball,scaffold_13;scaffold_13,1463779;1465415,1465356;1465648,-;-,1812,95,93,94,2.651340547
Lerp,scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13,1442327;1442585;1442796;1446107;1447856;1448042;1448593;1454802;1455071;1460060;1460238;1460417;1460623;1460967;1461196;1461711;1461868,1442407;1442715;1443036;1446174;1447982;1448221;1448739;1454915;1455525;1460172;1460359;1460564;1460906;1461130;1461412;1461797;1461924,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,2736,1195,1143,1169,21.83706523
FBgn0165115,scaffold_13;scaffold_13,1383658;1383837,1383776;1383873,-;-,156,0,0,0,0
FBgn0165116,scaffold_13;scaffold_13;scaffold_13,1379328;1379913;1381726,1379594;1379993;1381944,-;-;-,567,0,0,0,0
CG6403,scaffold_13;scaffold_13;scaffold_13,1334511;1335446;1335942,1334531;1335813;1335951,-;-;-,399,1,1,1,0.1280922805
CG6420,scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13,1320355;1320445;1320566;1322571;1323863,1320405;1320495;1322500;1322759;1324414,-;-;-;-;-,2778,999,947,973,17.90096536
FBgn0165119,scaffold_832,811,1188,+,378,0,0,0,0
Sir2,scaffold_16;scaffold_16,1320810;1322190,1322010;1323463,+;+,2475,1245,1247,1246,25.72993519
CG6425,scaffold_13;scaffold_13;scaffold_13,1315716;1315811;1316882,1315747;1316821;1316948,-;-;-,1110,3,3,3,0.1381319457
amon,scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13,1299117;1299333;1299539;1299772;1300181;1300566;1301258;1301704;1302232;1302360;1303463;1313241,1299278;1299450;1299703;1300005;1300494;1300741;1301346;1301780;1302269;1302630;1303570;1313453,-;-;-;-;-;-;-;-;-;-;-;-,1965,986,950,968,25.17727108
TwdlQ,scaffold_13;scaffold_13,1292475;1293354,1293194;1293368,-;-,735,0,0,0,0
FBgn0165124,scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13,1261587;1262146;1263053;1263276;1263657;1266860;1269112,1261786;1262377;1263189;1263411;1263755;1266969;1269127,-;-;-;-;-;-;-,930,7,5,6,0.329734322
FBgn0165125,scaffold_13;scaffold_13;scaffold_13,1249454;1251145;1251689,1249644;1251539;1251741,-;-;-,639,1,1,1,0.07998250376
TwdlK,scaffold_13,1228479,1229222,-,744,0,0,0,0
TwdlO,scaffold_13,1226558,1227247,-,690,1,1,1,0.07407075348
FBgn0165128,scaffold_13;scaffold_13,1225217;1226139,1226074;1226153,-;-,873,0,0,0,0
FBgn0165129,scaffold_13;scaffold_13,1223033;1223947,1223878;1223961,-;-,861,6,5,5.5,0.3264791051
TwdlP,scaffold_13,1221131,1221793,-,663,0,0,0,0
FBgn0165131,scaffold_16,1332061,1332654,+,594,223,234,228.5,19.66054772
CG6490,scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13,1090189;1091559;1091785;1092184;1092684;1094127;1094283;1094572;1094839;1095209,1091505;1091728;1092085;1092620;1093669;1094195;1094499;1094772;1094994;1095272,-;-;-;-;-;-;-;-;-;-,3918,32,32,32,0.4174278297
Pdf,scaffold_13,1072803,1073111,-,309,36,43,39.5,6.533328111
FBgn0165135,scaffold_13,1042478,1042663,-,186,10,8,9,2.473007415
CG6503,scaffold_13,1041959,1042147,-,189,446,433,439.5,118.8482876
CG14239,scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13,1018715;1019014;1019809;1020045;1020331,1018943;1019702;1019989;1020269;1020458,-;-;-;-;-,1452,7,6,6.5,0.2287929266
CG6036,scaffold_13;scaffold_13,957533;958562,958375;958636,-;-,918,21,15,18,1.002133724
Ald,scaffold_13;scaffold_13;scaffold_13,861912;862602;862894,862007;862801;863689,-;-;-,1092,17948,17417,17682.5,827.5931391
CG5439,scaffold_16,1332685,1333623,+,939,394,377,385.5,20.98237494
FBgn0165143,scaffold_13;scaffold_13,801042;802367,801883;803177,-;-,1653,10,9,9.5,0.29372885
CG6073,scaffold_13;scaffold_13;scaffold_13;scaffold_13,799293;799682;800247;800548,799625;800185;800434;800632,-;-;-;-,1110,197,194,195.5,9.00159846
dys,scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13,697888;699230;699771;699956;702258;704477;705479;708485;716442,699103;699383;699877;700140;702557;704566;705549;708666;716779,-;-;-;-;-;-;-;-;-,2643,77,77,77,1.488981889
FBgn0165146,scaffold_13,682769,683017,-,249,6,6,6,1.231537829
CG14551,scaffold_13;scaffold_13,681629;682124,681965;682392,-;-,606,36,35,35.5,2.993998526
RpL34a,scaffold_13;scaffold_13,678810;679295,679233;679359,-;-,489,2678,2633,2655.5,277.544931
CG14550,scaffold_13,677673,678089,-,417,192,167,179.5,22.00007955
Sld5,scaffold_13;scaffold_13;scaffold_13,676021;676201;676713,676142;676654;676823,-;-;-,687,8,8,8,0.5951536524
Dak1,scaffold_13,674924,675685,-,762,2272,2197,2234.5,149.8722547
FBgn0165152,scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13,670148;670390;670978;671809;672196;672418,670333;670919;671750;672139;672351;672457,-;-;-;-;-;-,2016,810,804,807,20.45873892
CG5287,scaffold_16;scaffold_16;scaffold_16;scaffold_16;scaffold_16,1334282;1334487;1334691;1334973;1337683,1334427;1334628;1334904;1335207;1338175,+;+;+;+;+,1230,824,808,816,33.90633906
E(spl)m5-HLH,scaffold_13,649446,649982,-,537,2,3,2.5,0.2379367779
E(spl)m4-BFM,scaffold_13,644395,644853,-,459,0,0,0,0
E(spl)m2-BFM,scaffold_13,636940,637587,-,648,186,185,185.5,14.63068841
E(spl)mbeta-HLH,scaffold_13,618574,619161,-,588,1264,1198,1231,106.9982267
CcapR,scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13,533801;533911;534232;534602;535050;535311;550911,533842;534139;534517;534862;535247;535446;551279,-;-;-;-;-;-;-,1521,13,13,13,0.4368275205
CG14546,scaffold_13;scaffold_13,530812;531537,531479;531759,-;-,891,32,30,31,1.778196877
Tsp96F,scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13,479630;480310;480596;485911;490218,479779;480525;480775;486105;490283,-;-;-;-;-,807,149,139,144,9.119789425
CG14545,scaffold_13;scaffold_13,455872;456178,456111;456336,-;-,399,0,0,0,0
Mst57Da,scaffold_13,446056,446256,-,201,29,40,34.5,8.772409386
CG5458,scaffold_16;scaffold_16,1338365;1338614,1338439;1339573,+;+,1035,272,253,262.5,12.96238186
Mst57Dc,scaffold_13,443933,444244,-,312,15,16,15.5,2.539059963
CG31093,scaffold_13;scaffold_13,404553;405013,404944;405058,-;-,438,3,4,3.5,0.408403812
CG31380,scaffold_13;scaffold_13,402708;403041,402919;404046,-;-,1218,26,27,26.5,1.111973504
CG4960,scaffold_13,400924,401457,-,534,12,17,14.5,1.387786308
CG4956,scaffold_13,391492,392400,-,909,16,16,16,0.8996051908
CG17195,scaffold_13,390494,391345,-,852,13,13,13,0.7798294117
FBgn0165171,scaffold_13,389534,390364,-,831,5,7,6,0.3690167502
FBgn0165172,scaffold_13;scaffold_13,388434;388596,388476;389419,-;-,867,6,7,6.5,0.3831687767
FBgn0165173,scaffold_13;scaffold_13,367944;372629,368131;373013,-;-,573,102,99,100.5,8.964112391
FBgn0165174,scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13,355536;355710;355950;357900;358218;358513;360524;361628;362780;365476,355568;355871;356083;358058;358416;359925;360750;361750;362899;365557,-;-;-;-;-;-;-;-;-;-,2652,1807,1754,1780.5,34.31344413
Edem2,scaffold_16;scaffold_16;scaffold_16;scaffold_16;scaffold_16;scaffold_16;scaffold_16,1347623;1348024;1348226;1349118;1349688;1350118;1350275,1347774;1348170;1349045;1349511;1349959;1350216;1350796,+;+;+;+;+;+;+,2406,1354,1318,1336,28.37962734
FBgn0165176,scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13,315061;324312;324527;329279;329829;332290;333007;336602;336903;345218;352611,315102;324458;324663;329477;331226;332516;333129;336721;337022;345358;353172,-;-;-;-;-;-;-;-;-;-;-,3216,673,652,662.5,10.52848047
CLS,scaffold_13;scaffold_13;scaffold_13;scaffold_13,297886;298064;298265;298840,298001;298199;298480;299340,-;-;-;-,969,706,718,712,37.55364269
RpL27,scaffold_13,296543,296950,-,408,9821,9625,9723,1217.968274
CG4743,scaffold_13;scaffold_13;scaffold_13;scaffold_13,291823;292049;292528;292847,291937;292464;292794;292942,-;-;-;-,894,180,167,173.5,9.918769858
CG4730,scaffold_13;scaffold_13,289761;289988,289926;291000,-;-,1179,5,6,5.5,0.2384211276
tankyrase,scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13,267167;267304;267529;267887;268110;270055;273209,267244;267460;267821;268044;269990;270837;273404,-;-;-;-;-;-;-,3546,536,535,535.5,7.718210112
FBgn0165182,scaffold_13,266150,267163,-,1014,551,543,547,27.57053697
FBgn0165183,scaffold_13;scaffold_13,242044;244068,242299;244180,-;-,369,0,0,0,0
Ssadh,scaffold_13;scaffold_13,237617;239063,238852;239356,-;-,1530,1784,1699,1741.5,58.17386265
Npl4,scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13,206955;207059;207192;222300;222437;224131;234549;234772;235032;235622;235842;236148,206977;207137;207356;222370;222476;224547;234709;234970;235560;235779;236075;236249,-;-;-;-;-;-;-;-;-;-;-;-,2178,1513,1469,1491,34.98771831
Pect,scaffold_16;scaffold_16;scaffold_16;scaffold_16;scaffold_16;scaffold_16;scaffold_16,1358729;1362605;1362917;1363097;1363929;1364117;1364365,1358811;1362855;1362983;1363209;1364056;1364302;1364682,+;+;+;+;+;+;+,1146,7335,7077,7206,321.3701189
FBgn0165187,scaffold_13;scaffold_13;scaffold_13,205610;206233;206372,205758;206308;206482,-;-;-,336,23,20,21.5,3.270356035
CG4582,scaffold_13;scaffold_13,195145;196150,195961;196646,-;-,1314,0,0,0,0
FBgn0165189,scaffold_13;scaffold_13,114323;114691,114493;114735,-;-,216,0,0,0,0
FBgn0165190,scaffold_13,106011,106337,-,327,191,189,190,29.69625621
Dhap-at,scaffold_13;scaffold_13;scaffold_13,98949;99340;100883,99281;100616;101444,-;-;-,2172,1274,1253,1263.5,29.7311206
XNP,scaffold_13;scaffold_13;scaffold_13,90545;91699;92718,91638;92580;94668,-;-;-,3927,1138,1126,1132,14.73266721
CG4553,scaffold_13,88078,89169,-,1092,161,156,158.5,7.418267358
Vps33B,scaffold_13;scaffold_13;scaffold_13;scaffold_13,85835;85947;86103;86486,85891;86047;86421;87931,+;+;+;+,1923,531,523,527,14.00642126
MED28,scaffold_13,89419,89991,+,573,297,287,292,26.04498327
FBgn0165196,scaffold_13;scaffold_13,95481;95651,95595;95847,+;+,312,106,103,104.5,17.11817846
FBgn0165197,scaffold_16,1374308,1374823,+,516,80,73,76.5,7.577179695
CG5116,scaffold_13;scaffold_13;scaffold_13;scaffold_13,95877;96166;96675;97172,96112;96616;97115;97624,+;+;+;+,1581,546,545,545.5,17.63432085
CG5112,scaffold_13,103897,105468,+,1572,3722,3631,3676.5,119.5302649
CG5107,scaffold_13;scaffold_13,117371;117486,117427;118061,+;+,633,0,0,0,0
CG5111,scaffold_13,118463,120307,+,1845,31,30,30.5,0.8448883507
msi,scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13,132239;177764;188504;208646;213078;213841,132345;177811;188542;209174;213781;214318,+;+;+;+;+;+,1905,201,186,193.5,5.191368321
CG5079,scaffold_13,226464,226952,+,489,162,173,167.5,17.50659986
FBgn0165204,scaffold_13;scaffold_13,231067;232637,232572;232663,+;+,1533,180,177,178.5,5.951026975
FBgn0165205,scaffold_13,232693,233112,+,420,156,160,158,19.2266513
FBgn0165206,scaffold_13,249366,249632,+,267,3,1,2,0.3828376023
jigr1,scaffold_13;scaffold_13;scaffold_13,261427;261713;262092,261640;262025;262575,+;+;+,1011,2321,2267,2294,115.967985
FBgn0165208,scaffold_16,1374986,1375486,+,501,50,57,53.5,5.457728273
RASSF8,scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13,275010;275229;275745;276527;276899,275081;275602;276465;276837;277244,+;+;+;+;+,1824,1403,1358,1380.5,38.68186726
Lgr3,scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13,279692;281739;282084;282415;283245;284278;288019;288213;288705;289039,279779;282020;282264;282699;283316;284349;288090;288656;288979;289577,+;+;+;+;+;+;+;+;+;+,2310,9,9,9,0.1991252723
CG5039,scaffold_13;scaffold_13;scaffold_13,291237;291429;291671,291359;291614;291697,+;+;+,336,13,16,14.5,2.205588954
FBgn0165212,scaffold_13;scaffold_13;scaffold_13,293424;293577;293722,293480;293654;293799,+;+;+,213,1215,1213,1214,291.2962787
CG5028,scaffold_13;scaffold_13;scaffold_13,293804;294562;294813,294502;294748;294892,+;+;+,966,4777,4699,4738,250.6765929
CG5024,scaffold_13,425732,426229,+,498,49,45,47,4.823523164
CG17770,scaffold_13,426561,427055,+,495,15,13,14,1.445501977
Acam,scaffold_13,427210,427656,+,447,39,38,38.5,4.401990081
CG14354,scaffold_13;scaffold_13,430103;430593,430537;431048,+;+,891,8,10,9,0.5162507061
alpha4GT2,scaffold_13,446677,447879,+,1203,2,1,1.5,0.06372670811
CG16812,scaffold_16;scaffold_16;scaffold_16;scaffold_16,1376930;1377073;1377542;1378182,1376948;1377489;1378123;1378525,+;+;+;+,1362,450,440,445,16.69854982
CG5886,scaffold_13;scaffold_13;scaffold_13;scaffold_13,456882;457066;457574;457984,456953;457466;457720;458911,+;+;+;+,1548,656,639,647.5,21.37788171
CG5890,scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13,471840;472705;473017;473157;474122,471995;472774;473087;473351;474250,+;+;+;+;+,621,39,37,38,3.127431814
SppL,scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13,494568;494925;495351;495611;496140;496326,494859;495050;495542;496064;496260;496394,+;+;+;+;+;+,1254,785,760,772.5,31.4845003
Lnk,scaffold_13;scaffold_13;scaffold_13,498818;499759;501488,499321;501075;501841,+;+;+,2175,1050,1062,1056,24.81421325
CG5913,scaffold_13,502630,504018,+,1389,356,354,355,13.06236938
CG5948,scaffold_13;scaffold_13;scaffold_13,505014;505626;505915,505274;505850;506241,+;+;+,813,11444,11235,11339.5,712.8517384
MCO3,scaffold_13;scaffold_13,506876;508470,508402;508712,+;+,1770,96,83,89.5,2.584316035
CG31091,scaffold_13;scaffold_13;scaffold_13,509729;509949;510739,509893;510674;511122,+;+;+,1275,30,29,29.5,1.182517794
CG31089,scaffold_13;scaffold_13;scaffold_13,511836;512053;512833,511979;512778;513228,+;+;+,1266,28,26,27,1.089998529
FBgn0165229,scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13,517114;519465;520149;520318;520664;521328;521777;522037,517646;519624;520214;520369;520890;521711;521964;522271,+;+;+;+;+;+;+;+,1845,478,450,464,12.85338343
CG16813,scaffold_16,1382044,1382598,+,555,0,0,0,0
FBgn0165231,scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13,523179;523404;524529;524652;524900;525031;525242;525576;526014;526243,523346;523787;524594;524703;524967;525185;525491;525956;526186;526486,+;+;+;+;+;+;+;+;+;+,1941,225,232,228.5,6.016674574
FBgn0165232,scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13,526649;526772;526883;527011;527227;527547;527992,526714;526823;526950;527165;527476;527927;528531,+;+;+;+;+;+;+,1512,631,636,633.5,21.41364908
FBgn0165233,scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13,528762;528862;529194;529499;529935,528800;529136;529443;529879;530105,+;+;+;+;+,1116,228,209,218.5,10.00652074
CR34024,scaffold_13;scaffold_13;scaffold_13;scaffold_13,539037;540237;540945;541408,539087;540310;541137;541761,+;+;+;+,672,0,0,0,0
FBgn0165235,scaffold_13,553472,553669,+,198,0,0,0,0
CG14540,scaffold_13;scaffold_13;scaffold_13,568609;569590;569771,569532;569713;570504,+;+;+,1782,119,118,118.5,3.398650482
FBgn0165237,scaffold_13;scaffold_13;scaffold_13,573865;582849;584121,573916;583417;584144,+;+;+,645,20,26,23,1.822485051
FBgn0165238,scaffold_13;scaffold_13;scaffold_13;scaffold_13,586811;590577;590922;591400,586875;590760;591332;594549,+;+;+;+,3810,878,859,868.5,11.65039635
FBgn0165239,scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13,596497;596797;597069;597516;597715;598436;598820;599426;600019,596559;596940;597453;597657;598374;598757;599372;599963;600277,+;+;+;+;+;+;+;+;+,3066,8,8,8,0.1333563468
