Geneid	Chr	Start	End	Strand	Length	D:\class\2023-1\bioinf\finalproject\data\D_sech_taiwan\output\SRR1952772_1_alignment.sam	D:\class\2023-1\bioinf\finalproject\data\D_sech_taiwan\output\SRR1952772_2_alignment.sam
FBgn0165087	scaffold_13;scaffold_13	1677489;1678546	1678184;1678557	-;-	708	1408	1343
FBgn0165088	scaffold_13;scaffold_13;scaffold_13;scaffold_13	1671022;1671717;1672050;1674061	1671651;1671993;1672234;1674069	-;-;-;-	1101	301	288
FBgn0165089	scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13	1653941;1654186;1654406;1654685;1654806;1655170;1655404;1657147	1654118;1654315;1654567;1654742;1654961;1655247;1655529;1657209	-;-;-;-;-;-;-;-	951	134	123
FBgn0165090	scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13	1646456;1646882;1647240;1647524;1648416;1648761;1649550;1651420	1646800;1647080;1647288;1648355;1648698;1649306;1649709;1651531	-;-;-;-;-;-;-;-	2526	103	122
FBgn0165092	scaffold_13	1614555	1615232	-	678	0	0
FBgn0165093	scaffold_13;scaffold_13	1611874;1612922	1612859;1612961	-;-	1026	1	1
FBgn0165094	scaffold_13;scaffold_13	1610085;1611123	1611064;1611162	-;-	1020	0	0
FBgn0165095	scaffold_13;scaffold_13	1608458;1609486	1609431;1609525	-;-	1014	0	0
FBgn0165096	scaffold_13;scaffold_13	1607769;1608050	1607989;1608089	-;-	261	0	0
FBgn0165097	scaffold_16;scaffold_16	1313602;1313667	1313605;1314841	+;+	1179	0	0
FBgn0165098	scaffold_13;scaffold_13	1607102;1607650	1607509;1607697	-;-	456	0	0
FBgn0165099	scaffold_13;scaffold_13	1604857;1605917	1605830;1605959	-;-	1017	0	0
FBgn0165100	scaffold_13;scaffold_13;scaffold_13	1603867;1603963;1604294	1603909;1604239;1604333	-;-;-	360	0	0
FBgn0165101	scaffold_13;scaffold_13;scaffold_13	1601297;1601883;1602730	1601829;1602688;1603700	-;-;-	2310	0	0
FBgn0165102	scaffold_13;scaffold_13;scaffold_13	1586913;1587103;1587627	1587045;1587251;1587656	-;-;-	312	0	0
FBgn0165103	scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13	1583644;1584351;1584978;1585155;1586302	1584287;1584922;1585078;1585259;1586337	-;-;-;-;-	1458	9876	9606
FBgn0165104	scaffold_13;scaffold_13	1563249;1563534	1563482;1564259	-;-	960	3	2
FBgn0165105	scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13	1560508;1561139;1561298;1562235;1562733	1560603;1561198;1561660;1562402;1562792	-;-;-;-;-	747	745	758
FBgn0165106	scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13	1548604;1548816;1549259;1549938;1554682	1548747;1549187;1549606;1550061;1554737	-;-;-;-;-	1044	2274	2194
FBgn0165107	scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13	1509853;1510343;1511113;1511245;1511437	1510283;1511057;1511182;1511359;1511500	-;-;-;-;-	1395	171	164
FBgn0165108	scaffold_16;scaffold_16;scaffold_16	1315582;1316584;1317197	1316530;1317137;1317799	+;+;+	2106	2	2
FBgn0165109	scaffold_13	1499276	1499698	-	423	2	2
FBgn0165110	scaffold_13;scaffold_13;scaffold_13	1475981;1476600;1479616	1476248;1476834;1480147	-;-;-	1035	5	6
FBgn0165111	scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13	1472951;1473157;1473942;1474259;1474612	1473102;1473879;1474186;1474488;1474680	-;-;-;-;-	1419	558	528
FBgn0165112	scaffold_13;scaffold_13	1468511;1469325	1469263;1469471	-;-	900	5314	5123
FBgn0165113	scaffold_13;scaffold_13	1463779;1465415	1465356;1465648	-;-	1812	41	45
FBgn0165114	scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13	1442327;1442585;1442796;1446107;1447856;1448042;1448593;1454802;1455071;1460060;1460238;1460417;1460623;1460967;1461196;1461711;1461868	1442407;1442715;1443036;1446174;1447982;1448221;1448739;1454915;1455525;1460172;1460359;1460564;1460906;1461130;1461412;1461797;1461924	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2736	641	612
FBgn0165115	scaffold_13;scaffold_13	1383658;1383837	1383776;1383873	-;-	156	0	0
FBgn0165116	scaffold_13;scaffold_13;scaffold_13	1379328;1379913;1381726	1379594;1379993;1381944	-;-;-	567	0	0
FBgn0165117	scaffold_13;scaffold_13;scaffold_13	1334511;1335446;1335942	1334531;1335813;1335951	-;-;-	399	0	0
FBgn0165118	scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13	1320355;1320445;1320566;1322571;1323863	1320405;1320495;1322500;1322759;1324414	-;-;-;-;-	2778	482	476
FBgn0165119	scaffold_832	811	1188	+	378	0	0
FBgn0165120	scaffold_16;scaffold_16	1320810;1322190	1322010;1323463	+;+	2475	817	811
FBgn0165121	scaffold_13;scaffold_13;scaffold_13	1315716;1315811;1316882	1315747;1316821;1316948	-;-;-	1110	2	1
FBgn0165122	scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13	1299117;1299333;1299539;1299772;1300181;1300566;1301258;1301704;1302232;1302360;1303463;1313241	1299278;1299450;1299703;1300005;1300494;1300741;1301346;1301780;1302269;1302630;1303570;1313453	-;-;-;-;-;-;-;-;-;-;-;-	1965	596	567
FBgn0165123	scaffold_13;scaffold_13	1292475;1293354	1293194;1293368	-;-	735	0	0
FBgn0165124	scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13	1261587;1262146;1263053;1263276;1263657;1266860;1269112	1261786;1262377;1263189;1263411;1263755;1266969;1269127	-;-;-;-;-;-;-	930	8	8
FBgn0165125	scaffold_13;scaffold_13;scaffold_13	1249454;1251145;1251689	1249644;1251539;1251741	-;-;-	639	4	3
FBgn0165126	scaffold_13	1228479	1229222	-	744	0	0
FBgn0165127	scaffold_13	1226558	1227247	-	690	0	0
FBgn0165128	scaffold_13;scaffold_13	1225217;1226139	1226074;1226153	-;-	873	0	0
FBgn0165129	scaffold_13;scaffold_13	1223033;1223947	1223878;1223961	-;-	861	0	0
FBgn0165130	scaffold_13	1221131	1221793	-	663	2	2
FBgn0165131	scaffold_16	1332061	1332654	+	594	159	169
FBgn0165133	scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13	1090189;1091559;1091785;1092184;1092684;1094127;1094283;1094572;1094839;1095209	1091505;1091728;1092085;1092620;1093669;1094195;1094499;1094772;1094994;1095272	-;-;-;-;-;-;-;-;-;-	3918	46	47
FBgn0165134	scaffold_13	1072803	1073111	-	309	10	10
FBgn0165135	scaffold_13	1042478	1042663	-	186	1	1
FBgn0165136	scaffold_13	1041959	1042147	-	189	95	101
FBgn0165137	scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13	1018715;1019014;1019809;1020045;1020331	1018943;1019702;1019989;1020269;1020458	-;-;-;-;-	1452	6	5
FBgn0165138	scaffold_13;scaffold_13	957533;958562	958375;958636	-;-	918	11	9
FBgn0165140	scaffold_13;scaffold_13;scaffold_13	861912;862602;862894	862007;862801;863689	-;-;-	1092	8951	8566
FBgn0165142	scaffold_16	1332685	1333623	+	939	211	190
FBgn0165143	scaffold_13;scaffold_13	801042;802367	801883;803177	-;-	1653	1	1
FBgn0165144	scaffold_13;scaffold_13;scaffold_13;scaffold_13	799293;799682;800247;800548	799625;800185;800434;800632	-;-;-;-	1110	133	134
FBgn0165145	scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13	697888;699230;699771;699956;702258;704477;705479;708485;716442	699103;699383;699877;700140;702557;704566;705549;708666;716779	-;-;-;-;-;-;-;-;-	2643	57	53
FBgn0165146	scaffold_13	682769	683017	-	249	10	10
FBgn0165147	scaffold_13;scaffold_13	681629;682124	681965;682392	-;-	606	17	18
FBgn0165148	scaffold_13;scaffold_13	678810;679295	679233;679359	-;-	489	1553	1492
FBgn0165149	scaffold_13	677673	678089	-	417	104	113
FBgn0165150	scaffold_13;scaffold_13;scaffold_13	676021;676201;676713	676142;676654;676823	-;-;-	687	2	2
FBgn0165151	scaffold_13	674924	675685	-	762	1249	1225
FBgn0165152	scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13	670148;670390;670978;671809;672196;672418	670333;670919;671750;672139;672351;672457	-;-;-;-;-;-	2016	445	436
FBgn0165153	scaffold_16;scaffold_16;scaffold_16;scaffold_16;scaffold_16	1334282;1334487;1334691;1334973;1337683	1334427;1334628;1334904;1335207;1338175	+;+;+;+;+	1230	494	455
FBgn0165154	scaffold_13	649446	649982	-	537	2	4
FBgn0165155	scaffold_13	644395	644853	-	459	0	0
FBgn0165156	scaffold_13	636940	637587	-	648	118	107
FBgn0165157	scaffold_13	618574	619161	-	588	633	614
FBgn0165158	scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13	533801;533911;534232;534602;535050;535311;550911	533842;534139;534517;534862;535247;535446;551279	-;-;-;-;-;-;-	1521	3	2
FBgn0165159	scaffold_13;scaffold_13	530812;531537	531479;531759	-;-	891	0	0
FBgn0165160	scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13	479630;480310;480596;485911;490218	479779;480525;480775;486105;490283	-;-;-;-;-	807	90	94
FBgn0165161	scaffold_13;scaffold_13	455872;456178	456111;456336	-;-	399	0	0
FBgn0165162	scaffold_13	446056	446256	-	201	0	0
FBgn0165164	scaffold_16;scaffold_16	1338365;1338614	1338439;1339573	+;+	1035	108	101
FBgn0165165	scaffold_13	443933	444244	-	312	0	0
FBgn0165166	scaffold_13;scaffold_13	404553;405013	404944;405058	-;-	438	0	0
FBgn0165167	scaffold_13;scaffold_13	402708;403041	402919;404046	-;-	1218	7	7
FBgn0165168	scaffold_13	400924	401457	-	534	0	0
FBgn0165169	scaffold_13	391492	392400	-	909	0	0
FBgn0165170	scaffold_13	390494	391345	-	852	0	0
FBgn0165171	scaffold_13	389534	390364	-	831	0	0
FBgn0165172	scaffold_13;scaffold_13	388434;388596	388476;389419	-;-	867	0	0
FBgn0165173	scaffold_13;scaffold_13	367944;372629	368131;373013	-;-	573	51	52
FBgn0165174	scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13	355536;355710;355950;357900;358218;358513;360524;361628;362780;365476	355568;355871;356083;358058;358416;359925;360750;361750;362899;365557	-;-;-;-;-;-;-;-;-;-	2652	483	475
FBgn0165175	scaffold_16;scaffold_16;scaffold_16;scaffold_16;scaffold_16;scaffold_16;scaffold_16	1347623;1348024;1348226;1349118;1349688;1350118;1350275	1347774;1348170;1349045;1349511;1349959;1350216;1350796	+;+;+;+;+;+;+	2406	766	724
FBgn0165176	scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13	315061;324312;324527;329279;329829;332290;333007;336602;336903;345218;352611	315102;324458;324663;329477;331226;332516;333129;336721;337022;345358;353172	-;-;-;-;-;-;-;-;-;-;-	3216	482	481
FBgn0165177	scaffold_13;scaffold_13;scaffold_13;scaffold_13	297886;298064;298265;298840	298001;298199;298480;299340	-;-;-;-	969	408	410
FBgn0165178	scaffold_13	296543	296950	-	408	5185	5079
FBgn0165179	scaffold_13;scaffold_13;scaffold_13;scaffold_13	291823;292049;292528;292847	291937;292464;292794;292942	-;-;-;-	894	96	91
FBgn0165180	scaffold_13;scaffold_13	289761;289988	289926;291000	-;-	1179	3	3
FBgn0165181	scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13	267167;267304;267529;267887;268110;270055;273209	267244;267460;267821;268044;269990;270837;273404	-;-;-;-;-;-;-	3546	330	316
FBgn0165182	scaffold_13	266150	267163	-	1014	343	320
FBgn0165183	scaffold_13;scaffold_13	242044;244068	242299;244180	-;-	369	0	0
FBgn0165184	scaffold_13;scaffold_13	237617;239063	238852;239356	-;-	1530	755	724
FBgn0165185	scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13	206955;207059;207192;222300;222437;224131;234549;234772;235032;235622;235842;236148	206977;207137;207356;222370;222476;224547;234709;234970;235560;235779;236075;236249	-;-;-;-;-;-;-;-;-;-;-;-	2178	654	628
FBgn0165186	scaffold_16;scaffold_16;scaffold_16;scaffold_16;scaffold_16;scaffold_16;scaffold_16	1358729;1362605;1362917;1363097;1363929;1364117;1364365	1358811;1362855;1362983;1363209;1364056;1364302;1364682	+;+;+;+;+;+;+	1146	3970	3861
FBgn0165187	scaffold_13;scaffold_13;scaffold_13	205610;206233;206372	205758;206308;206482	-;-;-	336	1	2
FBgn0165188	scaffold_13;scaffold_13	195145;196150	195961;196646	-;-	1314	5	4
FBgn0165189	scaffold_13;scaffold_13	114323;114691	114493;114735	-;-	216	0	0
FBgn0165190	scaffold_13	106011	106337	-	327	45	34
FBgn0165191	scaffold_13;scaffold_13;scaffold_13	98949;99340;100883	99281;100616;101444	-;-;-	2172	775	758
FBgn0165192	scaffold_13;scaffold_13;scaffold_13	90545;91699;92718	91638;92580;94668	-;-;-	3927	686	689
FBgn0165193	scaffold_13	88078	89169	-	1092	112	102
FBgn0165194	scaffold_13;scaffold_13;scaffold_13;scaffold_13	85835;85947;86103;86486	85891;86047;86421;87931	+;+;+;+	1923	243	245
FBgn0165195	scaffold_13	89419	89991	+	573	192	187
FBgn0165196	scaffold_13;scaffold_13	95481;95651	95595;95847	+;+	312	57	71
FBgn0165197	scaffold_16	1374308	1374823	+	516	39	37
FBgn0165198	scaffold_13;scaffold_13;scaffold_13;scaffold_13	95877;96166;96675;97172	96112;96616;97115;97624	+;+;+;+	1581	340	319
FBgn0165199	scaffold_13	103897	105468	+	1572	1502	1429
FBgn0165200	scaffold_13;scaffold_13	117371;117486	117427;118061	+;+	633	1	1
FBgn0165201	scaffold_13	118463	120307	+	1845	0	0
FBgn0165202	scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13	132239;177764;188504;208646;213078;213841	132345;177811;188542;209174;213781;214318	+;+;+;+;+;+	1905	195	175
FBgn0165203	scaffold_13	226464	226952	+	489	66	65
FBgn0165204	scaffold_13;scaffold_13	231067;232637	232572;232663	+;+	1533	131	128
FBgn0165205	scaffold_13	232693	233112	+	420	81	75
FBgn0165206	scaffold_13	249366	249632	+	267	2	3
FBgn0165207	scaffold_13;scaffold_13;scaffold_13	261427;261713;262092	261640;262025;262575	+;+;+	1011	1379	1365
FBgn0165208	scaffold_16	1374986	1375486	+	501	39	36
FBgn0165209	scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13	275010;275229;275745;276527;276899	275081;275602;276465;276837;277244	+;+;+;+;+	1824	812	800
FBgn0165210	scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13	279692;281739;282084;282415;283245;284278;288019;288213;288705;289039	279779;282020;282264;282699;283316;284349;288090;288656;288979;289577	+;+;+;+;+;+;+;+;+;+	2310	3	4
FBgn0165211	scaffold_13;scaffold_13;scaffold_13	291237;291429;291671	291359;291614;291697	+;+;+	336	7	5
FBgn0165212	scaffold_13;scaffold_13;scaffold_13	293424;293577;293722	293480;293654;293799	+;+;+	213	669	630
FBgn0165213	scaffold_13;scaffold_13;scaffold_13	293804;294562;294813	294502;294748;294892	+;+;+	966	2737	2631
FBgn0165214	scaffold_13	425732	426229	+	498	0	1
FBgn0165215	scaffold_13	426561	427055	+	495	0	0
FBgn0165216	scaffold_13	427210	427656	+	447	2	1
FBgn0165217	scaffold_13;scaffold_13	430103;430593	430537;431048	+;+	891	5	4
FBgn0165218	scaffold_13	446677	447879	+	1203	0	0
FBgn0165219	scaffold_16;scaffold_16;scaffold_16;scaffold_16	1376930;1377073;1377542;1378182	1376948;1377489;1378123;1378525	+;+;+;+	1362	224	225
FBgn0165220	scaffold_13;scaffold_13;scaffold_13;scaffold_13	456882;457066;457574;457984	456953;457466;457720;458911	+;+;+;+	1548	370	349
FBgn0165221	scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13	471840;472705;473017;473157;474122	471995;472774;473087;473351;474250	+;+;+;+;+	621	42	40
FBgn0165222	scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13	494568;494925;495351;495611;496140;496326	494859;495050;495542;496064;496260;496394	+;+;+;+;+;+	1254	481	477
FBgn0165223	scaffold_13;scaffold_13;scaffold_13	498818;499759;501488	499321;501075;501841	+;+;+	2175	513	511
FBgn0165224	scaffold_13	502630	504018	+	1389	208	196
FBgn0165225	scaffold_13;scaffold_13;scaffold_13	505014;505626;505915	505274;505850;506241	+;+;+	813	8524	8388
FBgn0165226	scaffold_13;scaffold_13	506876;508470	508402;508712	+;+	1770	102	99
FBgn0165227	scaffold_13;scaffold_13;scaffold_13	509729;509949;510739	509893;510674;511122	+;+;+	1275	14	15
FBgn0165228	scaffold_13;scaffold_13;scaffold_13	511836;512053;512833	511979;512778;513228	+;+;+	1266	11	12
FBgn0165229	scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13	517114;519465;520149;520318;520664;521328;521777;522037	517646;519624;520214;520369;520890;521711;521964;522271	+;+;+;+;+;+;+;+	1845	190	181
FBgn0165230	scaffold_16	1382044	1382598	+	555	0	0
FBgn0165231	scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13	523179;523404;524529;524652;524900;525031;525242;525576;526014;526243	523346;523787;524594;524703;524967;525185;525491;525956;526186;526486	+;+;+;+;+;+;+;+;+;+	1941	121	133
FBgn0165232	scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13	526649;526772;526883;527011;527227;527547;527992	526714;526823;526950;527165;527476;527927;528531	+;+;+;+;+;+;+	1512	254	242
FBgn0165233	scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13	528762;528862;529194;529499;529935	528800;529136;529443;529879;530105	+;+;+;+;+	1116	133	142
FBgn0165234	scaffold_13;scaffold_13;scaffold_13;scaffold_13	539037;540237;540945;541408	539087;540310;541137;541761	+;+;+;+	672	0	0
FBgn0165235	scaffold_13	553472	553669	+	198	0	0
FBgn0165236	scaffold_13;scaffold_13;scaffold_13	568609;569590;569771	569532;569713;570504	+;+;+	1782	6	6
FBgn0165237	scaffold_13;scaffold_13;scaffold_13	573865;582849;584121	573916;583417;584144	+;+;+	645	29	36
FBgn0165238	scaffold_13;scaffold_13;scaffold_13;scaffold_13	586811;590577;590922;591400	586875;590760;591332;594549	+;+;+;+	3810	568	553
FBgn0165239	scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13	596497;596797;597069;597516;597715;598436;598820;599426;600019	596559;596940;597453;597657;598374;598757;599372;599963;600277	+;+;+;+;+;+;+;+;+	3066	35	39
FBgn0165240	scaffold_13	600443	601354	+	912	9	11
FBgn0165241	scaffold_16	1392003	1392581	+	579	0	0
FBgn0165242	scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13	601507;601675;602331;603255;604770;605086;606157;606420;606672;607014	601618;602203;603061;604711;605024;605181;606359;606606;606837;607135	+;+;+;+;+;+;+;+;+;+	3858	495	460
FBgn0165243	scaffold_13	610212	610490	+	279	1	1
FBgn0165244	scaffold_13	611017	611538	+	522	2	2
FBgn0165245	scaffold_13	613240	613857	+	618	0	0
FBgn0165246	scaffold_13	624285	624707	+	423	10	12
FBgn0165247	scaffold_13;scaffold_13	635085;635358	635295;635617	+;+	471	0	1
FBgn0165248	scaffold_13	642415	643080	+	666	316	311
FBgn0165249	scaffold_13	653267	653479	+	213	1	2
FBgn0165250	scaffold_13	657461	658021	+	561	15	17
FBgn0165251	scaffold_16;scaffold_16	1394086;1394769	1394715;1394951	+;+	813	1	1
FBgn0165252	scaffold_13	660541	661080	+	540	0	0
FBgn0165253	scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13	663578;663748;664564;664698;665307;665759;666019;666789;666983;667224;667705;668443;668704	663613;663842;664627;664880;665339;665953;666117;666845;667159;667495;668378;668642;668811	+;+;+;+;+;+;+;+;+;+;+;+;+	2193	711	685
FBgn0165254	scaffold_13;scaffold_13	673301;673674	673613;674131	+;+	771	976	940
FBgn0165255	scaffold_13;scaffold_13	676986;677176	677111;677634	+;+	585	156	151
FBgn0165256	scaffold_13;scaffold_13;scaffold_13	679897;680120;681254	680065;680578;681579	+;+;+	954	14	15
FBgn0165257	scaffold_13	693939	694169	+	231	0	1
FBgn0165258	scaffold_13;scaffold_13	695487;695995	695780;696114	+;+	414	0	0
FBgn0165259	scaffold_13;scaffold_13;scaffold_13	735976;738234;740414	736159;738968;741024	+;+;+	1530	486	477
FBgn0165260	scaffold_13;scaffold_13	746310;747564	747504;747763	+;+	1395	42	42
FBgn0165261	scaffold_13;scaffold_13	747790;747907	747852;748275	+;+	432	15	11
FBgn0165262	scaffold_16;scaffold_16;scaffold_16;scaffold_16	1398503;1400157;1400641;1400848	1398608;1400537;1400787;1401002	+;+;+;+	789	28330	27600
FBgn0165263	scaffold_13;scaffold_13;scaffold_13;scaffold_13	795817;795949;796194;796372	795868;796125;796308;796516	+;+;+;+	489	58	52
FBgn0165264	scaffold_13	797761	798087	+	327	91	102
FBgn0165265	scaffold_13	836412	838811	+	2400	580	568
FBgn0165266	scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13	874143;874850;874987;875242;875417;875627;875848	874792;874919;875163;875326;875492;875765;875865	+;+;+;+;+;+;+	1215	14	16
FBgn0165267	scaffold_13;scaffold_13	878537;880477	878623;880584	+;+	195	0	2
FBgn0165268	scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13	944731;962070;962794;963216;969018;969650;972815;974049;974294	944966;962229;963056;963309;969445;969869;972850;974226;975048	+;+;+;+;+;+;+;+;+	2370	8094	7874
FBgn0165269	scaffold_13;scaffold_13;scaffold_13	1030982;1031840;1032101	1031780;1032039;1032196	+;+;+	1095	9	9
FBgn0165270	scaffold_13;scaffold_13	1064576;1065059	1065018;1065737	+;+	1122	189	208
FBgn0165271	scaffold_13	1066183	1067580	+	1398	0	0
FBgn0165272	scaffold_13;scaffold_13	1067797;1068377	1068306;1069228	+;+	1362	1	2
FBgn0165273	scaffold_16;scaffold_16;scaffold_16;scaffold_16	1402050;1402192;1402619;1403305	1402128;1402566;1402765;1403456	+;+;+;+	753	11076	10802
FBgn0165274	scaffold_13;scaffold_13;scaffold_13	1069779;1070084;1070614	1070018;1070236;1070754	+;+;+	534	213	194
FBgn0165275	scaffold_13	1071848	1072075	+	228	3	3
FBgn0165276	scaffold_13	1073899	1074252	+	354	0	1
FBgn0165277	scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13;scaffold_13	1075317;1076014;1076623;1076831;1077084;1077214;1077483	1075510;1076559;1076774;1077029;1077152;1077363;1077690	+;+;+;+;+;+;+	1518	4	4
